district,district_code,fiscal_year,expenditure_category,amount,source_format,cpi_u,deflator,amount_real
Norfolk School District,0980011,2022,Instructional Aide Salaries,0,current_long,292.626,1.1002508321201807,0.0
Norfolk School District,0980011,2022,Other Salaries,37139,current_long,292.626,1.1002508321201807,40862.215654111395
Norfolk School District,0980011,2022,Employee Benefits,0,current_long,292.626,1.1002508321201807,0.0
Norfolk School District,0980011,2022,Purchased Services Other Than Transportation,421375,current_long,292.626,1.1002508321201807,463618.19438464113
Norfolk School District,0980011,2022,Special Education Tuition,0,current_long,292.626,1.1002508321201807,0.0
Norfolk School District,0980011,2022,Supplies,500,current_long,292.626,1.1002508321201807,550.1254160600904
Norfolk School District,0980011,2022,Property Services,0,current_long,292.626,1.1002508321201807,0.0
Norfolk School District,0980011,2022,Purchased Services For Transportation,43614,current_long,292.626,1.1002508321201807,47986.33979208956
Norfolk School District,0980011,2022,Equipment,0,current_long,292.626,1.1002508321201807,0.0
Norfolk School District,0980011,2022,All Other Expenditures,0,current_long,292.626,1.1002508321201807,0.0
Norfolk School District,0980011,2022,Total,607772,current_long,292.626,1.1002508321201807,668701.6487393464
North Branford School District,0990011,2022,Teacher Salaries,1787047,current_long,292.626,1.1002508321201807,1966199.9487878727
North Branford School District,0990011,2022,Instructional Aide Salaries,1029390,current_long,292.626,1.1002508321201807,1132587.2040761928
North Branford School District,0990011,2022,Other Salaries,1323651,current_long,292.626,1.1002508321201807,1456348.1141867093
North Branford School District,0990011,2022,Employee Benefits,664915,current_long,292.626,1.1002508321201807,731573.28203919
North Branford School District,0990011,2022,Purchased Services Other Than Transportation,228098,current_long,292.626,1.1002508321201807,250965.01430494897
North Branford School District,0990011,2022,Special Education Tuition,1419551,current_long,292.626,1.1002508321201807,1561862.1689870346
North Branford School District,0990011,2022,Supplies,65193,current_long,292.626,1.1002508321201807,71728.65249841094
North Branford School District,0990011,2022,Property Services,4901,current_long,292.626,1.1002508321201807,5392.329328221006
North Branford School District,0990011,2022,Purchased Services For Transportation,560701,current_long,292.626,1.1002508321201807,616911.7418206175
North Branford School District,0990011,2022,Equipment,19125,current_long,292.626,1.1002508321201807,21042.297164298456
North Branford School District,0990011,2022,All Other Expenditures,1425,current_long,292.626,1.1002508321201807,1567.8574357712575
North Branford School District,0990011,2022,Total,7103997,current_long,292.626,1.1002508321201807,7816178.610629267
North Canaan School District,1000011,2022,Teacher Salaries,667563,current_long,292.626,1.1002508321201807,734486.7462426441
North Canaan School District,1000011,2022,Instructional Aide Salaries,0,current_long,292.626,1.1002508321201807,0.0
North Canaan School District,1000011,2022,Other Salaries,148133,current_long,292.626,1.1002508321201807,162983.45651445872
North Canaan School District,1000011,2022,Employee Benefits,267873,current_long,292.626,1.1002508321201807,294727.49115252914
North Canaan School District,1000011,2022,Purchased Services Other Than Transportation,58312,current_long,292.626,1.1002508321201807,64157.826522591975
North Canaan School District,1000011,2022,Special Education Tuition,20012,current_long,292.626,1.1002508321201807,22018.219652389056
North Canaan School District,1000011,2022,Supplies,4790,current_long,292.626,1.1002508321201807,5270.201485855666
North Canaan School District,1000011,2022,Property Services,0,current_long,292.626,1.1002508321201807,0.0
North Canaan School District,1000011,2022,Purchased Services For Transportation,101805,current_long,292.626,1.1002508321201807,112011.035963995
North Canaan School District,1000011,2022,Equipment,1668,current_long,292.626,1.1002508321201807,1835.2183879764614
North Canaan School District,1000011,2022,All Other Expenditures,0,current_long,292.626,1.1002508321201807,0.0
North Canaan School District,1000011,2022,Total,1270156,current_long,292.626,1.1002508321201807,1397490.1959224402
North Haven School District,1010011,2022,Teacher Salaries,4441027,current_long,292.626,1.1002508321201807,4886243.65221819
North Haven School District,1010011,2022,Instructional Aide Salaries,1762239,current_long,292.626,1.1002508321201807,1938904.926144635
North Haven School District,1010011,2022,Other Salaries,236314,current_long,292.626,1.1002508321201807,260004.6751416484
North Haven School District,1010011,2022,Employee Benefits,1854060,current_long,292.626,1.1002508321201807,2039931.0578007423
North Haven School District,1010011,2022,Purchased Services Other Than Transportation,1136620,current_long,292.626,1.1002508321201807,1250567.1008044397
North Haven School District,1010011,2022,Special Education Tuition,3128878,current_long,292.626,1.1002508321201807,3442550.6231025266
North Haven School District,1010011,2022,Supplies,92401,current_long,292.626,1.1002508321201807,101664.27713873681
North Haven School District,1010011,2022,Property Services,0,current_long,292.626,1.1002508321201807,0.0
North Haven School District,1010011,2022,Purchased Services For Transportation,1501883,current_long,292.626,1.1002508321201807,1652448.0204971533
North Haven School District,1010011,2022,Equipment,38140,current_long,292.626,1.1002508321201807,41963.566737063695
North Haven School District,1010011,2022,All Other Expenditures,18358,current_long,292.626,1.1002508321201807,20198.404776062278
North Haven School District,1010011,2022,Total,14209920,current_long,292.626,1.1002508321201807,15634476.304361198
North Stonington School District,1020011,2022,Teacher Salaries,1148861,current_long,292.626,1.1002508321201807,1264035.271240423
North Stonington School District,1020011,2022,Instructional Aide Salaries,0,current_long,292.626,1.1002508321201807,0.0
North Stonington School District,1020011,2022,Other Salaries,462969,current_long,292.626,1.1002508321201807,509382.02749584796
North Stonington School District,1020011,2022,Employee Benefits,395076,current_long,292.626,1.1002508321201807,434682.6977507125
North Stonington School District,1020011,2022,Purchased Services Other Than Transportation,248362,current_long,292.626,1.1002508321201807,273260.4971670323
North Stonington School District,1020011,2022,Special Education Tuition,393099,current_long,292.626,1.1002508321201807,432507.5018556109
North Stonington School District,1020011,2022,Supplies,51406,current_long,292.626,1.1002508321201807,56559.494275970006
North Stonington School District,1020011,2022,Property Services,5616,current_long,292.626,1.1002508321201807,6179.008673186935
North Stonington School District,1020011,2022,Purchased Services For Transportation,166030,current_long,292.626,1.1002508321201807,182674.6456569136
North Stonington School District,1020011,2022,Equipment,5166,current_long,292.626,1.1002508321201807,5683.895798732853
North Stonington School District,1020011,2022,All Other Expenditures,17983,current_long,292.626,1.1002508321201807,19785.81071401721
North Stonington School District,1020011,2022,Total,2894568,current_long,292.626,1.1002508321201807,3184750.8506284473
Norwalk School District,1030011,2022,Teacher Salaries,12741402,current_long,292.626,1.1002508321201807,14018738.152877735
Norwalk School District,1030011,2022,Instructional Aide Salaries,8103563,current_long,292.626,1.1002508321201807,8915951.933888309
Norwalk School District,1030011,2022,Other Salaries,10056174,current_long,292.626,1.1002508321201807,11064313.811445326
Norwalk School District,1030011,2022,Employee Benefits,5473597,current_long,292.626,1.1002508321201807,6022329.653940525
Norwalk School District,1030011,2022,Purchased Services Other Than Transportation,3274686,current_long,292.626,1.1002508321201807,3602975.9964323062
Norwalk School District,1030011,2022,Special Education Tuition,8663738,current_long,292.626,1.1002508321201807,9532284.94377123
Norwalk School District,1030011,2022,Supplies,171697,current_long,292.626,1.1002508321201807,188909.76712253867
Norwalk School District,1030011,2022,Property Services,6657,current_long,292.626,1.1002508321201807,7324.369789424043
Norwalk School District,1030011,2022,Purchased Services For Transportation,3767885,current_long,292.626,1.1002508321201807,4145618.6065831473
Norwalk School District,1030011,2022,Equipment,168854,current_long,292.626,1.1002508321201807,185781.754006821
Norwalk School District,1030011,2022,All Other Expenditures,9242,current_long,292.626,1.1002508321201807,10168.51819045471
Norwalk School District,1030011,2022,Total,52437494,current_long,292.626,1.1002508321201807,57694396.40779699
Norwich School District,1040011,2022,Teacher Salaries,5686804,current_long,292.626,1.1002508321201807,6256910.833104372
Norwich School District,1040011,2022,Instructional Aide Salaries,3332583,current_long,292.626,1.1002508321201807,3666677.2188595682
Norwich School District,1040011,2022,Other Salaries,170874,current_long,292.626,1.1002508321201807,188004.26068770376
Norwich School District,1040011,2022,Employee Benefits,2233928,current_long,292.626,1.1002508321201807,2457881.140896571
Norwich School District,1040011,2022,Purchased Services Other Than Transportation,1627501,current_long,292.626,1.1002508321201807,1790659.3295264263
Norwich School District,1040011,2022,Special Education Tuition,15774009,current_long,292.626,1.1002508321201807,17355366.528121218
Norwich School District,1040011,2022,Supplies,119650,current_long,292.626,1.1002508321201807,131645.01206317963
Norwich School District,1040011,2022,Property Services,21181,current_long,292.626,1.1002508321201807,23304.412875137547
Norwich School District,1040011,2022,Purchased Services For Transportation,4214530,current_long,292.626,1.1002508321201807,4637040.139495465
Norwich School District,1040011,2022,Equipment,3277,current_long,292.626,1.1002508321201807,3605.521976857832
Norwich School District,1040011,2022,All Other Expenditures,1795,current_long,292.626,1.1002508321201807,1974.9502436557243
Norwich School District,1040011,2022,Total,33186131,current_long,292.626,1.1002508321201807,36513068.247599326
Odyssey Community School District,2630013,2022,Teacher Salaries,254248,current_long,292.626,1.1002508321201807,279736.5735648917
Odyssey Community School District,2630013,2022,Instructional Aide Salaries,33169,current_long,292.626,1.1002508321201807,36494.21985059427
Odyssey Community School District,2630013,2022,Other Salaries,0,current_long,292.626,1.1002508321201807,0.0
Odyssey Community School District,2630013,2022,Employee Benefits,29679,current_long,292.626,1.1002508321201807,32654.344446494844
Odyssey Community School District,2630013,2022,Purchased Services Other Than Transportation,1879,current_long,292.626,1.1002508321201807,2067.3713135538196
