district,fiscal_year,school_year,placement_type,count,percent
Regional School District 04,2022,2021-22,Private Schools or Other Settings,10.0,6.3
Regional School District 05,2022,2021-22,Private Schools or Other Settings,20.0,6.7
Regional School District 06,2022,2021-22,Private Schools or Other Settings,,
Regional School District 07,2022,2021-22,Private Schools or Other Settings,,
Regional School District 08,2022,2021-22,Private Schools or Other Settings,10.0,5.1
Regional School District 09,2022,2021-22,Private Schools or Other Settings,8.0,6.0
Regional School District 10,2022,2021-22,Private Schools or Other Settings,15.0,5.4
Regional School District 11,2022,2021-22,Private Schools or Other Settings,,
Regional School District 12,2022,2021-22,Private Schools or Other Settings,21.0,21.6
Regional School District 13,2022,2021-22,Private Schools or Other Settings,,
Regional School District 14,2022,2021-22,Private Schools or Other Settings,,
Regional School District 15,2022,2021-22,Private Schools or Other Settings,24.0,3.7
Regional School District 16,2022,2021-22,Private Schools or Other Settings,9.0,3.3
Regional School District 17,2022,2021-22,Private Schools or Other Settings,13.0,4.7
Regional School District 18,2022,2021-22,Private Schools or Other Settings,,
Regional School District 19,2022,2021-22,Private Schools or Other Settings,9.0,5.5
Ridgefield School District,2022,2021-22,Private Schools or Other Settings,32.0,4.5
Rocky Hill School District,2022,2021-22,Private Schools or Other Settings,,
Salem School District,2022,2021-22,Private Schools or Other Settings,,
Scotland School District,2022,2021-22,Private Schools or Other Settings,0.0,0.0
Seymour School District,2022,2021-22,Private Schools or Other Settings,13.0,4.1
Shelton School District,2022,2021-22,Private Schools or Other Settings,23.0,3.4
Sherman School District,2022,2021-22,Private Schools or Other Settings,,
Simsbury School District,2022,2021-22,Private Schools or Other Settings,60.0,9.3
Somers School District,2022,2021-22,Private Schools or Other Settings,,
South Windsor School District,2022,2021-22,Private Schools or Other Settings,25.0,4.1
Southington School District,2022,2021-22,Private Schools or Other Settings,35.0,3.7
Sprague School District,2022,2021-22,Private Schools or Other Settings,7.0,9.3
Stafford School District,2022,2021-22,Private Schools or Other Settings,11.0,4.9
Stamford School District,2022,2021-22,Private Schools or Other Settings,119.0,5.0
State Total,2022,2021-22,Private Schools or Other Settings,3686.0,4.6
Sterling School District,2022,2021-22,Private Schools or Other Settings,,
Stonington School District,2022,2021-22,Private Schools or Other Settings,34.0,11.9
Stratford School District,2022,2021-22,Private Schools or Other Settings,80.0,7.0
Suffield School District,2022,2021-22,Private Schools or Other Settings,17.0,6.0
Thomaston School District,2022,2021-22,Private Schools or Other Settings,,
Thompson School District,2022,2021-22,Private Schools or Other Settings,22.0,11.3
Tolland School District,2022,2021-22,Private Schools or Other Settings,12.0,3.7
Torrington School District,2022,2021-22,Private Schools or Other Settings,56.0,7.6
Trumbull School District,2022,2021-22,Private Schools or Other Settings,39.0,4.3
Unified School District #2,2022,2021-22,Private Schools or Other Settings,17.0,24.6
Union School District,2022,2021-22,Private Schools or Other Settings,0.0,0.0
Vernon School District,2022,2021-22,Private Schools or Other Settings,12.0,1.9
Voluntown School District,2022,2021-22,Private Schools or Other Settings,,
Wallingford School District,2022,2021-22,Private Schools or Other Settings,39.0,4.4
Waterbury School District,2022,2021-22,Private Schools or Other Settings,140.0,3.9
Waterford School District,2022,2021-22,Private Schools or Other Settings,19.0,4.9
Watertown School District,2022,2021-22,Private Schools or Other Settings,32.0,7.6
West Hartford School District,2022,2021-22,Private Schools or Other Settings,162.0,11.0
West Haven School District,2022,2021-22,Private Schools or Other Settings,65.0,5.7
Westbrook School District,2022,2021-22,Private Schools or Other Settings,6.0,6.4
Weston School District,2022,2021-22,Private Schools or Other Settings,13.0,4.8
Westport School District,2022,2021-22,Private Schools or Other Settings,27.0,3.7
Wethersfield School District,2022,2021-22,Private Schools or Other Settings,30.0,5.8
Willington School District,2022,2021-22,Private Schools or Other Settings,,
Wilton School District,2022,2021-22,Private Schools or Other Settings,22.0,3.8
Winchester School District,2022,2021-22,Private Schools or Other Settings,18.0,8.7
Windham School District,2022,2021-22,Private Schools or Other Settings,15.0,2.5
Windsor Locks School District,2022,2021-22,Private Schools or Other Settings,13.0,5.3
Windsor School District,2022,2021-22,Private Schools or Other Settings,48.0,6.8
Wolcott School District,2022,2021-22,Private Schools or Other Settings,7.0,2.1
Woodbridge School District,2022,2021-22,Private Schools or Other Settings,,
Woodstock School District,2022,2021-22,Private Schools or Other Settings,,
Andover School District,2022,2021-22,Public Schools in Other Districts,,
Ansonia School District,2022,2021-22,Public Schools in Other Districts,51.0,11.8
Ashford School District,2022,2021-22,Public Schools in Other Districts,,
Avon School District,2022,2021-22,Public Schools in Other Districts,17.0,5.0
Barkhamsted School District,2022,2021-22,Public Schools in Other Districts,,
Berlin School District,2022,2021-22,Public Schools in Other Districts,12.0,2.9
Bethany School District,2022,2021-22,Public Schools in Other Districts,0.0,0.0
Bethel School District,2022,2021-22,Public Schools in Other Districts,8.0,1.9
Bloomfield School District,2022,2021-22,Public Schools in Other Districts,93.0,21.3
Bolton School District,2022,2021-22,Public Schools in Other Districts,6.0,7.1
Bozrah School District,2022,2021-22,Public Schools in Other Districts,17.0,39.5
Branford School District,2022,2021-22,Public Schools in Other Districts,19.0,5.4
Bridgeport School District,2022,2021-22,Public Schools in Other Districts,581.0,14.7
Bristol School District,2022,2021-22,Public Schools in Other Districts,66.0,4.3
Brookfield School District,2022,2021-22,Public Schools in Other Districts,18.0,4.7
Brooklyn School District,2022,2021-22,Public Schools in Other Districts,46.0,25.6
Canaan School District,2022,2021-22,Public Schools in Other Districts,,
Canterbury School District,2022,2021-22,Public Schools in Other Districts,25.0,36.8
Canton School District,2022,2021-22,Public Schools in Other Districts,12.0,5.2
Chaplin School District,2022,2021-22,Public Schools in Other Districts,,
Cheshire School District,2022,2021-22,Public Schools in Other Districts,8.0,1.5
Chester School District,2022,2021-22,Public Schools in Other Districts,,
Clinton School District,2022,2021-22,Public Schools in Other Districts,13.0,6.0
Colchester School District,2022,2021-22,Public Schools in Other Districts,19.0,6.1
Columbia School District,2022,2021-22,Public Schools in Other Districts,22.0,31.0
Cornwall School District,2022,2021-22,Public Schools in Other Districts,,
Coventry School District,2022,2021-22,Public Schools in Other Districts,13.0,5.9
Cromwell School District,2022,2021-22,Public Schools in Other Districts,15.0,6.3
Danbury School District,2022,2021-22,Public Schools in Other Districts,20.0,1.3
Darien School District,2022,2021-22,Public Schools in Other Districts,,
Deep River School District,2022,2021-22,Public Schools in Other Districts,,
Department of Mental Health and Addiction Services,2022,2021-22,Public Schools in Other Districts,0.0,0.0
Derby School District,2022,2021-22,Public Schools in Other Districts,31.0,10.7
East Granby School District,2022,2021-22,Public Schools in Other Districts,,
East Haddam School District,2022,2021-22,Public Schools in Other Districts,0.0,0.0
East Hampton School District,2022,2021-22,Public Schools in Other Districts,6.0,2.1
East Hartford School District,2022,2021-22,Public Schools in Other Districts,312.0,20.4
East Haven School District,2022,2021-22,Public Schools in Other Districts,73.0,14.5
East Lyme School District,2022,2021-22,Public Schools in Other Districts,10.0,2.3
East Windsor School District,2022,2021-22,Public Schools in Other Districts,13.0,5.9
Eastford School District,2022,2021-22,Public Schools in Other Districts,6.0,25.0
Easton School District,2022,2021-22,Public Schools in Other Districts,,
Ellington School District,2022,2021-22,Public Schools in Other Districts,14.0,3.9
Enfield School District,2022,2021-22,Public Schools in Other Districts,43.0,4.9
Essex School District,2022,2021-22,Public Schools in Other Districts,,
Fairfield School District,2022,2021-22,Public Schools in Other Districts,23.0,1.6
Farmington School District,2022,2021-22,Public Schools in Other Districts,10.0,1.9
Franklin School District,2022,2021-22,Public Schools in Other Districts,7.0,33.3
Glastonbury School District,2022,2021-22,Public Schools in Other Districts,26.0,4.1
Granby School District,2022,2021-22,Public Schools in Other Districts,13.0,4.7
Greenwich School District,2022,2021-22,Public Schools in Other Districts,,
Griswold School District,2022,2021-22,Public Schools in Other Districts,16.0,5.7
Groton School District,2022,2021-22,Public Schools in Other Districts,55.0,7.2
Guilford School District,2022,2021-22,Public Schools in Other Districts,15.0,3.8
Hamden School District,2022,2021-22,Public Schools in Other Districts,182.0,16.4
Hampton School District,2022,2021-22,Public Schools in Other Districts,,
Hartford School District,2022,2021-22,Public Schools in Other Districts,1058.0,26.3
Hartland School District,2022,2021-22,Public Schools in Other Districts,14.0,28.6
Killingly School District,2022,2021-22,Public Schools in Other Districts,46.0,11.0
Lebanon School District,2022,2021-22,Public Schools in Other Districts,12.0,9.4
Ledyard School District,2022,2021-22,Public Schools in Other Districts,15.0,3.8
Lisbon School District,2022,2021-22,Public Schools in Other Districts,23.0,25.8
Litchfield School District,2022,2021-22,Public Schools in Other Districts,8.0,5.2
Madison School District,2022,2021-22,Public Schools in Other Districts,13.0,3.7
Manchester School District,2022,2021-22,Public Schools in Other Districts,161.0,14.2
Mansfield School District,2022,2021-22,Public Schools in Other Districts,,
Marlborough School District,2022,2021-22,Public Schools in Other Districts,,
Meriden School District,2022,2021-22,Public Schools in Other Districts,76.0,4.4
Middletown School District,2022,2021-22,Public Schools in Other Districts,21.0,3.2
Milford School District,2022,2021-22,Public Schools in Other Districts,27.0,3.2
Monroe School District,2022,2021-22,Public Schools in Other Districts,15.0,3.2
Montville School District,2022,2021-22,Public Schools in Other Districts,30.0,7.7
Naugatuck School District,2022,2021-22,Public Schools in Other Districts,44.0,5.6
New Britain School District,2022,2021-22,Public Schools in Other Districts,312.0,13.8
New Canaan School District,2022,2021-22,Public Schools in Other Districts,,
New Fairfield School District,2022,2021-22,Public Schools in Other Districts,,
New Hartford School District,2022,2021-22,Public Schools in Other Districts,,
New Haven School District,2022,2021-22,Public Schools in Other Districts,487.0,16.0
New London School District,2022,2021-22,Public Schools in Other Districts,109.0,16.7
New Milford School District,2022,2021-22,Public Schools in Other Districts,11.0,1.9
Newington School District,2022,2021-22,Public Schools in Other Districts,23.0,3.8
Newtown School District,2022,2021-22,Public Schools in Other Districts,21.0,3.5
North Branford School District,2022,2021-22,Public Schools in Other Districts,12.0,4.9
North Canaan School District,2022,2021-22,Public Schools in Other Districts,,
North Haven School District,2022,2021-22,Public Schools in Other Districts,21.0,5.4
North Stonington School District,2022,2021-22,Public Schools in Other Districts,7.0,9.0
Norwalk School District,2022,2021-22,Public Schools in Other Districts,79.0,4.6
Norwich School District,2022,2021-22,Public Schools in Other Districts,334.0,36.2
