District,District Code,fiscal_year,total_expenditures,ppe_total,pupils_enrolled_plus_outplaced,pupils_enrolled_in_district,pupils_transported,exp_central_and_other_support_services,exp_enterprise_operations,exp_food_services,exp_instruction,exp_minor_school_construction,exp_operation_and_maintenance_of_plant,exp_student_transportation_services,exp_support_services_general_administration,exp_support_services_instruction,exp_support_services_school_based_administration,exp_support_services_students,ppe_central_and_other_support_services,ppe_enterprise_operations,ppe_food_services,ppe_instruction,ppe_minor_school_construction,ppe_operation_and_maintenance_of_plant,ppe_student_transportation_services,ppe_support_services_general_administration,ppe_support_services_instruction,ppe_support_services_school_based_administration,ppe_support_services_students,cpi_u,deflator,ppe_total_real,total_expenditures_real,exp_central_and_other_support_services_real,exp_enterprise_operations_real,exp_food_services_real,exp_instruction_real,exp_minor_school_construction_real,exp_operation_and_maintenance_of_plant_real,exp_student_transportation_services_real,exp_support_services_general_administration_real,exp_support_services_instruction_real,exp_support_services_school_based_administration_real,exp_support_services_students_real,ppe_central_and_other_support_services_real,ppe_enterprise_operations_real,ppe_food_services_real,ppe_instruction_real,ppe_minor_school_construction_real,ppe_operation_and_maintenance_of_plant_real,ppe_student_transportation_services_real,ppe_support_services_general_administration_real,ppe_support_services_instruction_real,ppe_support_services_school_based_administration_real,ppe_support_services_students_real
Deep River School District,0360011,2021,5596127.0,23813.0,235.0,218.0,219.0,73738.0,0.0,54363.0,3594278.0,,477175.0,164074.0,268121.0,129313.0,442161.0,392904.0,338.0,0.0,249.0,15295.0,,2189.0,749.0,1230.0,593.0,2028.0,1802.0,270.973,1.1881700390813843,28293.893140645003,6649150.43629439,87613.28234178311,0.0,64592.4878345813,4270613.43172936,,566965.0383986596,194947.81099223904,318573.3390485398,153645.83226373105,525362.4526502639,466836.7610352322,401.6014732095079,0.0,295.8543397312647,18173.060747749772,,2600.90421554915,889.9393592719568,1461.4491480701026,704.5848331752609,2409.6088392570473,2141.0824104246544
Derby School District,0370011,2021,29110746.0,21468.0,1356.0,1223.0,1086.0,1064816.0,856075.0,0.0,18456702.0,,2428379.0,1070589.0,815888.0,721327.0,1789597.0,1907373.0,871.0,700.0,0.0,13611.0,,1986.0,986.0,667.0,590.0,1463.0,1560.0,270.973,1.1881700390813843,25507.63439899916,34588516.212508254,1265182.4683344832,1017162.6662065961,0.0,21929700.336653464,,2885327.171334413,1272041.7739701,969413.6768460325,857059.1297804577,2126345.5374299283,2266283.4519527773,1034.8961040398858,831.719027356969,0.0,16172.182401936721,,2359.705697615629,1171.535658534245,792.5094160672834,701.0203230580167,1738.2927671760651,1853.5452609669594
East Granby School District,0400011,2021,18634818.0,21248.0,877.0,826.0,864.0,558650.0,606754.0,0.0,11159268.0,,1331117.0,757098.0,430998.0,1074266.0,1258036.0,1458630.0,676.0,735.0,0.0,12724.0,,1612.0,876.0,522.0,1301.0,1523.0,1766.0,270.973,1.1881700390813843,25246.236990401252,22141332.431334484,663771.1923328154,720926.9238927863,0.0,13259107.895679642,,1581593.337911895,899561.1602484379,512098.91050399846,1276410.6752038023,1494760.6832857884,1733100.4641052797,803.2029464190158,873.3049787248175,0.0,15118.275577271534,,1915.3301029991915,1040.8369542352928,620.2247604004826,1545.8092208448809,1809.5829695209484,2098.3082890177247
East Haddam School District,0410011,2021,22335206.0,23363.0,956.0,933.0,770.0,227842.0,18900.0,70981.0,13679831.0,,2541008.0,1158423.0,970139.0,731372.0,1235840.0,1700870.0,244.0,20.0,76.0,14309.0,,2723.0,1504.0,1040.0,784.0,1325.0,1823.0,270.973,1.1881700390813843,27759.216623058383,26538022.585910767,270715.0380443808,22456.413738638163,84337.49754403574,16253965.333896732,,3019149.5746661103,1376403.5011827745,1152690.0935443752,868994.2978230302,1468388.0610983379,2020922.7743723541,289.91348953585776,23.763400781627688,90.30092297018521,17001.525089215527,,3235.3870164186096,1787.007738778402,1235.6968406446397,931.5253106398053,1574.3253017828342,2166.0339812453635
East Hampton School District,0420011,2021,34232420.0,18209.0,1880.0,1820.0,1895.0,1341036.0,0.0,0.0,22741535.0,,3033008.0,1416345.0,901591.0,296195.0,1822966.0,2679743.0,737.0,0.0,0.0,12097.0,,1666.0,747.0,495.0,163.0,1002.0,1472.0,270.973,1.1881700390813843,21635.388241632925,40673935.80925036,1593378.7965295434,0.0,0.0,27020810.529720668,,3603729.233894151,1682858.6940027233,1071243.4137054244,351930.0247257106,2165993.583464035,3183990.345038066,875.6813188029802,0.0,0.0,14373.292962767506,,1979.4912851095862,887.563019193794,588.1441693452853,193.67171637026564,1190.546379159547,1748.9862975277977
East Hartford School District,0430011,2021,130139741.0,15636.0,8323.0,6546.0,3328.0,8317728.0,0.0,0.0,79338795.0,,14324051.0,4809396.0,1089307.0,5011485.0,5395473.0,11853506.0,1271.0,0.0,0.0,9532.0,,2188.0,1445.0,166.0,766.0,824.0,1811.0,270.973,1.1881700390813843,18578.226731076524,154628141.15001124,9882875.202828325,0.0,0.0,94267979.15581994,,17019408.236473743,5714380.233277854,1294281.9407616255,5954496.328305772,6410739.365272554,14083980.687271424,1510.1641196724395,0.0,0.0,11325.636812523755,,2599.716045510069,1716.9057064726003,197.23622648750978,910.1382499363403,979.0521122030607,2151.775940776387
East Haven School District,0440011,2021,57630123.0,18163.0,3173.0,2771.0,2279.0,2676338.0,554259.0,0.0,35805808.0,,4794641.0,2870750.0,1492711.0,3300424.0,2707529.0,3427662.0,966.0,200.0,0.0,11285.0,,1730.0,1260.0,539.0,1191.0,977.0,1237.0,270.973,1.1881700390813843,21580.73241983518,68474385.49717498,3179944.626054994,658553.937691209,0.0,42543388.29070054,,5696848.784351207,3410939.139692884,1773594.4872072123,3921464.9130651387,3217004.8377439813,4072645.292497776,1147.7722577526172,237.63400781627686,0.0,13408.498891033421,,2055.5341676107946,1497.0942492425443,640.4236510648661,1415.1105165459287,1160.8421281825124,1469.7663383436725
East Lyme School District,0450011,2021,52867637.0,19734.0,2679.0,2608.0,2537.0,2626901.0,1046730.0,0.0,30682404.0,,6665958.0,1796660.0,2225831.0,2055747.0,2698944.0,3068462.0,1007.0,401.0,0.0,11453.0,,2556.0,708.0,853.0,788.0,1035.0,1177.0,270.973,1.1881700390813843,23447.347551232036,62815742.320430435,3121205.0638329275,1243693.2250076574,0.0,36455913.15979082,,7920291.577374866,2134737.58241596,2644665.706258557,2442576.9933314384,3206804.3979584677,3645854.614459743,1196.487229354954,476.4561856716351,0.0,13608.111457599094,,3036.962619892018,841.2243876696201,1013.5090433364209,936.2779907961308,1229.7559904492327,1398.4761359987892
East Windsor School District,0470011,2021,26564372.0,22550.0,1178.0,1042.0,952.0,1183246.0,95364.0,0.0,16782615.0,,2052819.0,1332750.0,749362.0,847385.0,1438112.0,2082720.0,1136.0,92.0,0.0,14247.0,,1970.0,1400.0,719.0,813.0,1380.0,1999.0,270.973,1.1881700390813843,26793.234381285216,31562990.91741243,1405897.4460628917,113308.64760695714,0.0,19940600.320437826,,2439098.0314570083,1583533.619585715,890369.4768261043,1006837.4685669788,1708721.5912434077,2474625.503795581,1349.7611643964526,109.31164359548735,0.0,16927.858546792482,,2340.694976990327,1663.438054713938,854.2942580995153,965.9822417731655,1639.6746539323103,2375.151908123687
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,2021,19150195.0,43131.0,444.0,444.0,81.0,0.0,0.0,0.0,13999437.0,,0.0,479204.0,8900.0,175624.0,0.0,4487029.0,0.0,0.0,0.0,31530.0,,0.0,5916.0,20.0,396.0,0.0,10106.0,270.973,1.1881700390813843,51246.96195561918,22753687.941566132,0.0,0.0,0.0,16633711.607407378,,0.0,569375.8354079557,10574.71334782432,208671.17494362904,0.0,5331353.422289304,0.0,0.0,0.0,37463.00133223605,,0.0,7029.213951205469,23.763400781627688,470.5153354762282,0.0,12007.646414956469
Eastford School District,0390011,2021,4338517.0,22596.0,192.0,138.0,200.0,16404.0,0.0,0.0,3086989.0,,286436.0,192815.0,212574.0,107872.0,185576.0,249851.0,119.0,0.0,0.0,16078.0,,2076.0,964.0,1540.0,782.0,1345.0,1811.0,270.973,1.1881700390813843,26847.89020308296,5154895.91344525,19490.741321091027,0.0,0.0,3667867.8407738036,,340334.6733143154,229097.0060854771,252574.05788768618,128170.27845578709,220495.84317256697,296865.47243452293,141.39223465068474,0.0,0.0,19103.397888350497,,2466.641001132954,1145.3959176744545,1829.7818601853319,929.1489705616425,1598.088702564462,2151.775940776387
Easton School District,0460011,2021,17844104.0,20605.0,866.0,856.0,856.0,394420.0,0.0,37034.0,12395344.0,,1757591.0,928072.0,363648.0,415685.0,1157647.0,394665.0,461.0,0.0,43.0,14313.0,,2053.0,1084.0,425.0,486.0,1352.0,461.0,270.973,1.1881700390813843,24482.243655271923,21201829.747052286,468638.0268144796,0.0,44002.689227339986,14727776.364907203,,2088316.9671590894,1102707.3445103385,432075.65837186726,493904.4626955452,1375481.4812324473,468929.1284740545,547.7463880165182,0.0,51.09131168049952,17006.277769371853,,2439.3130902340818,1287.9763223642206,504.9722666095883,577.4506389935527,1606.4058928380316,547.7463880165182
EdAdvance,2420014,2021,13706512.0,60116.0,228.0,228.0,5.0,2318462.0,0.0,0.0,4237970.0,,1149473.0,82748.0,3463233.0,1940858.0,347870.0,165898.0,10169.0,0.0,0.0,18588.0,,5042.0,16550.0,15190.0,8513.0,1526.0,728.0,270.973,1.1881700390813843,71428.0300694165,16285666.898709463,2754727.0851487042,0.0,0.0,5035428.980525734,,1365769.379332996,98318.6943939064,4114909.68895794,2306069.3257114175,413328.71149524115,197115.0331435235,12082.501127418596,0.0,0.0,22085.704686444773,,5990.75333704834,19664.21414679691,18048.30289364623,10114.891542699825,1813.1474796381924,864.9877884512478
Ellington School District,0480011,2021,43977158.0,16216.0,2712.0,2624.0,2657.0,1472979.0,483463.0,47025.0,27578667.0,,3533001.0,2368305.0,705812.0,1415344.0,2294344.0,4078216.0,561.0,184.0,18.0,10169.0,,1346.0,891.0,269.0,539.0,874.0,1554.0,270.973,1.1881700390813843,19267.365353743728,52252341.53954821,1750149.5159960585,574436.2516044033,55873.6960878021,32768145.847202484,,4197805.93624457,2813949.044406638,838624.67162411,1681669.3357936027,2726070.8001461397,4845614.0641023265,666.5633919246566,218.6232871909747,21.38706070346492,12082.501127418596,,1599.2768726035433,1058.6595048215133,319.6177405128924,640.4236510648661,1038.4606141571298,1846.4162407324711
Elm City College Preparatory School District,2890013,2021,11358028.0,14674.0,774.0,774.0,52.0,1126896.0,0.0,0.0,6566872.0,,400711.0,112880.0,0.0,107862.0,1989936.0,1052870.0,1456.0,0.0,0.0,8484.0,,518.0,2171.0,0.0,139.0,2571.0,1360.0,270.973,1.1881700390813843,17435.207153480234,13495268.572647458,1338944.0643606556,0.0,0.0,7802560.560882448,,476112.8045303406,134120.63401150666,0.0,128158.39675539627,2364382.3348894534,1250988.589047617,1729.9755769024955,0.0,0.0,10080.434611566465,,615.472080244157,2579.517154845685,0.0,165.1556354323124,3054.7851704782393,1615.9112531506826
Elm City Montessori School District,2910013,2021,4189930.0,16177.0,259.0,259.0,140.0,40747.0,0.0,0.0,2076803.0,,1017084.0,179460.0,8598.0,276726.0,388353.0,202159.0,157.0,0.0,0.0,8019.0,,3927.0,1282.0,33.0,1068.0,1499.0,781.0,270.973,1.1881700390813843,19221.026722219554,4978349.291848265,48414.36458244917,0.0,0.0,2467595.101674336,,1208468.7360290508,213228.99521354522,10215.885996021741,328797.54223483516,461429.3991873728,240199.26693065357,186.54269613577733,0.0,0.0,9527.93554339362,,4665.943743472596,1523.2339901023347,39.20961128968568,1268.9656017389184,1781.066888582995,927.9608005225612
Enfield School District,0490011,2021,86723579.0,16601.0,5224.0,4896.0,2227.0,4510395.0,810484.0,836662.0,58013274.0,,7422946.0,4885838.0,2209762.0,2195791.0,4715520.0,1122908.0,921.0,166.0,171.0,11105.0,,1516.0,2194.0,451.0,448.0,963.0,229.0,270.973,1.1881700390813843,19724.81081879006,103042358.24970752,5359116.20342248,962992.8059548367,994096.7212379092,68929634.03581905,,8819722.038919006,5805206.327405312,2625573.001900558,2608973.078284552,5602839.58268905,1334205.642244799,1094.304605993955,197.23622648750978,203.17707668291672,13194.628283998773,,1801.2657792473785,2606.8450657445574,535.8646876257043,532.3001775084601,1144.2077476353732,272.090938949637
Essex School District,0500011,2021,7688268.0,24177.0,318.0,311.0,314.0,85161.0,0.0,86302.0,5087543.0,,725313.0,204108.0,302700.0,112786.0,614660.0,469693.0,274.0,0.0,277.0,15999.0,,2332.0,650.0,973.0,363.0,1976.0,1510.0,270.973,1.1881700390813843,28726.38703487063,9134969.690028157,101185.74869820976,0.0,102541.45071280163,6044866.165138223,,861795.1755562361,242515.01033682318,359659.070829935,134008.946027833,730320.5962217636,558075.1501662526,325.5585907082993,0.0,329.1231008255435,19009.532455263066,,2770.812531137788,772.3105254028998,1156.089448026187,431.3057241865425,2347.8239972248152,1794.1367590128903
Explorations District,2720013,2021,1720071.0,20001.0,86.0,86.0,32.0,0.0,0.0,0.0,763164.0,,261855.0,32039.0,52429.0,55815.0,421560.0,133209.0,0.0,0.0,0.0,8874.0,,3045.0,1001.0,610.0,649.0,4902.0,1549.0,270.973,1.1881700390813843,23764.588951666767,2043736.8272927557,0.0,0.0,0.0,906768.5997055055,,311128.2655836559,38067.779882128474,62294.5669789979,66317.71073132746,500884.96167514834,158274.9427359921,0.0,0.0,0.0,10543.820926808205,,3617.977769002815,1189.3582091204657,724.7837238396444,771.1223553638184,5824.4095315769455,1840.4753905370642
Fairfield School District,0510011,2021,201050034.0,21132.0,9514.0,9388.0,4848.0,6888962.0,2543425.0,525129.0,124309144.0,,19774009.0,7208461.0,827618.0,10625614.0,13135101.0,15212572.0,734.0,271.0,56.0,13066.0,,2106.0,1487.0,88.0,1132.0,1399.0,1620.0,270.973,1.1881700390813843,25108.409265867813,238881626.75509363,8185258.248770172,3022021.38165057,623942.5444527683,147700400.48465344,,23494885.046325646,8564877.388086634,983350.9114044571,12625036.201643704,15606733.46850793,18075122.26776837,872.116808685736,321.99408059105514,66.53752218855752,15524.629730637367,,2502.286102305395,1766.8088481140185,104.55896343916181,1345.008484240127,1662.2498846748567,1924.8354633118427
Farmington School District,0520011,2021,78290259.0,18734.0,4179.0,4075.0,2408.0,1648078.0,0.0,0.0,47881247.0,,8448873.0,3308891.0,799001.0,3705316.0,4637907.0,7860946.0,404.0,0.0,0.0,11458.0,,2073.0,1374.0,196.0,909.0,1138.0,1929.0,270.973,1.1881700390813843,22259.177512150654,93022140.09572169,1958196.9016691698,0.0,0.0,56891063.119255416,,10038697.762603652,3931525.148786041,949349.0493960652,4402545.456528879,5510622.141445826,9340140.516036652,480.02069578887927,0.0,0.0,13614.052307794502,,2463.0764910157095,1632.545633697822,232.88132765995132,1080.0465655249784,1352.1375044746153,2291.9800053879903
Franklin School District,0530011,2021,5342854.0,23641.0,226.0,164.0,230.0,169453.0,34562.0,0.0,3145480.0,,686774.0,272403.0,444233.0,241174.0,122451.0,226324.0,1033.0,211.0,0.0,13918.0,,4188.0,1184.0,2709.0,1471.0,747.0,1380.0,270.973,1.1881700390813843,28089.527893923005,6348219.045986131,201338.97763245783,41065.53289073081,0.0,3737365.0945297126,,816004.2904200787,323661.0831558863,527824.3409712405,286555.7210054138,145492.6094555546,268911.3959250552,1227.37965037107,250.70387824617208,0.0,16536.950603934707,,4976.056123672837,1406.793326272359,3218.75263587147,1747.7981274887163,887.563019193794,1639.6746539323103
Glastonbury School District,0540011,2021,115056689.0,19354.0,5945.0,5740.0,5572.0,3680902.0,1963392.0,587892.0,72682645.0,,11759502.0,5219760.0,1267781.0,6141377.0,5007541.0,6745896.0,641.0,342.0,102.0,12226.0,,2049.0,937.0,221.0,1070.0,872.0,1175.0,270.973,1.1881700390813843,22995.842936381112,136706910.66570467,4373537.473194745,2332843.5493720775,698515.6606156331,86359341.15018839,,13972287.950917616,6201962.443195446,1506339.4003166365,7297000.150103515,5949810.185671634,8015271.513958954,761.6169950511674,406.35415336583344,121.1933439863012,14526.566897809005,,2434.5604100777564,1113.3153266192571,262.58557863698593,1271.3419418170813,1036.0842740789672,1396.0997959206265
Granby School District,0560011,2021,34131996.0,19026.0,1794.0,1718.0,1615.0,618366.0,712936.0,110418.0,20086473.0,,4007414.0,1559556.0,559665.0,1253625.0,2221369.0,3002175.0,360.0,415.0,64.0,11196.0,,2333.0,966.0,326.0,730.0,1293.0,1747.0,270.973,1.1881700390813843,22606.123163562417,40554615.02124565,734723.9543865992,847089.1949825258,131195.3593752883,23866145.40941717,,4761489.248995286,1853017.7134696073,664977.1849224829,1489519.6652434005,2639364.0915441755,3567094.387079155,427.74121406929834,493.0905662187745,76.0428825012086,13302.75175755518,,2772.0007011768694,1147.7722577526172,387.3434327405313,867.3641285294106,1536.30386053223,2075.7330582751783
Great Oaks Charter School District,2940013,2021,9578965.0,14297.0,670.0,670.0,314.0,1423909.0,0.0,0.0,2763712.0,,2077390.0,409188.0,49274.0,715683.0,2048455.0,91354.0,2125.0,0.0,0.0,4125.0,,3101.0,1303.0,74.0,1068.0,3057.0,136.0,270.973,1.1881700390813843,16987.26704874655,11381439.218409212,1691846.0121783349,0.0,0.0,3283759.7950496906,,2468292.557487277,486184.92195163347,58545.89050569613,850353.0980798823,2433912.857406457,108544.08575024077,2524.8613330479416,0.0,0.0,4901.20141121071,,3684.515291191373,1548.1855609230438,87.92458289202244,1268.9656017389184,3632.235809471792,161.59112531506827
Greenwich School District,0570011,2021,214208097.0,24309.0,8812.0,8776.0,4578.0,7805226.0,0.0,0.0,155499627.0,,14118211.0,6785702.0,4383912.0,11206723.0,0.0,14408696.0,889.0,0.0,0.0,17646.0,,1609.0,1482.0,500.0,1277.0,0.0,1642.0,270.973,1.1881700390813843,28883.22548002937,254515642.98403895,9273935.681459038,0.0,0.0,184759997.8897307,,16774835.315629229,8062567.810534627,5208832.8923693495,13315492.504884249,0.0,17119980.889431786,1056.2831647433507,0.0,0.0,20966.448509630107,,1911.7655928819474,1760.8679979186115,594.0850195406922,1517.2931399069278,0.0,1950.975204171633
Griswold School District,0580011,2021,29965115.0,17442.0,1718.0,1663.0,1661.0,3020580.0,0.0,0.0,18802311.0,,3659072.0,1888816.0,13200.0,51053.0,1512858.0,1017225.0,1816.0,0.0,0.0,10944.0,,2200.0,1137.0,8.0,31.0,910.0,612.0,270.973,1.1881700390813843,20724.061821657506,35603651.86062817,3588962.6566484477,0.0,0.0,22340342.595690344,,4347599.721241599,2244234.580537544,15683.844515874272,60659.645005221915,1797532.5489845849,1208636.268004561,2157.7167909717937,0.0,0.0,13003.33290770667,,2613.9740859790454,1350.949334435534,9.505360312651074,36.83327121152291,1081.2347355640597,727.1600639178072
Groton School District,0590011,2021,82010034.0,18359.0,4467.0,4046.0,3324.0,1658032.0,0.0,0.0,48072427.0,,7155842.0,5301716.0,1986024.0,1950563.0,4741671.0,11143758.0,410.0,0.0,0.0,10762.0,,1769.0,1595.0,491.0,482.0,1172.0,2754.0,270.973,1.1881700390813843,21813.613747495136,97441865.30284566,1970023.9462381857,0.0,0.0,57118217.46732699,,8502357.068800211,6299340.1069184,2359734.2136965673,2317600.515940702,5633911.417381067,13240679.378373489,487.14971602336755,0.0,0.0,12787.085960593859,,2101.872799134969,1895.131212334808,583.3914891889597,572.6979588372272,1392.5352858033823,3272.220287630132
Guilford School District,0600011,2021,64922250.0,20702.0,3136.0,3077.0,3198.0,1025999.0,903757.0,154392.0,39989796.0,,6371706.0,3811950.0,1984715.0,1961107.0,4442701.0,4276126.0,333.0,294.0,50.0,12752.0,,2071.0,1192.0,645.0,637.0,1444.0,1390.0,270.973,1.1881700390813843,24597.49614906282,77138672.3197514,1219061.2719274613,1073816.9900100746,183443.9486738531,47514677.47617658,,7570670.167035091,4529244.780476283,2358178.8991154097,2330128.580832776,5278684.220796905,5080764.796536923,395.66062301410096,349.321991489927,59.408501954069216,15151.544338365813,,2460.700150937547,1416.29868658501,766.3696752074928,756.8643148948418,1715.717536433519,1651.5563543231242
Hamden School District,0620011,2021,137051479.0,21734.0,6306.0,5269.0,4636.0,2986419.0,5512918.0,0.0,95895404.0,,6459412.0,7272680.0,2352506.0,1591194.0,5009153.0,9971794.0,567.0,1046.0,0.0,15207.0,,1226.0,1569.0,446.0,302.0,951.0,1893.0,270.973,1.1881700390813843,25823.687629394808,162840461.15959153,3548373.5799433887,6550283.995512467,0.0,113940045.91840513,,7674879.808482762,8641180.479826402,2795177.145959191,1890609.0371660641,5951725.515774634,11848186.866691513,673.6924121591449,1242.825860879128,0.0,18068.50178431061,,1456.696467913777,1864.238791318692,529.9238374302975,358.82735180257805,1129.9497071663964,2249.2058839810607
Hampton School District,0630011,2021,2258312.0,30111.0,75.0,72.0,120.0,67293.0,0.0,24792.0,1261305.0,,233480.0,210264.0,115976.0,638.0,182494.0,162069.0,935.0,0.0,344.0,16817.0,,3243.0,1752.0,1611.0,9.0,2535.0,2251.0,270.973,1.1881700390813843,35776.98804677956,2683258.657297959,79955.5264399036,0.0,29457.11160890568,1498644.8111435454,,277413.9407247216,249829.3850974082,137799.20845250261,758.0524849339232,216833.90311211813,192565.53006388087,1110.9389865410942,0.0,408.7304934439962,19981.45554723164,,3853.2354367409293,2081.6739084705855,1914.1419329601101,10.69353035173246,3012.011049071309,2674.570757972196
Hartford School District,0640011,2021,420894284.0,18702.0,22505.0,17197.0,6558.0,14924722.0,0.0,0.0,264351314.0,,42065584.0,19772658.0,9126714.0,12354023.0,22353486.0,35945783.0,868.0,0.0,0.0,11746.0,,2446.0,3015.0,531.0,718.0,1300.0,2090.0,270.973,1.1881700390813843,22221.156070900048,500093977.8694113,17733107.522018798,0.0,0.0,314094311.0865953,,49981066.585261256,23493279.828602847,10844088.130064618,14678679.990722321,26559742.334225178,42709702.39192096,1031.3315939226416,0.0,0.0,13956.24527904994,,2906.263915593066,3582.332667830374,630.9182907522151,853.1060880604339,1544.6210508057995,2483.2753816800932
