district,district_code,fiscal_year,subject,needs_group,total_students,total_tested,participation_rate,n_scored,level1_count,level1_pct,level2_count,level2_pct,level3_count,level3_pct,level4_count,level4_pct,level3_4_count,pct_prof
Canterbury School District,0220011,2024,Math,High Needs,122.0,121.0,99.2,121.0,36.0,29.8,40.0,33.1,32.0,26.4,13.0,10.7,45.0,37.2
Canton School District,0230011,2024,ELA,Non-High Needs,452.0,451.0,99.8,451.0,27.0,6.0,98.0,21.7,181.0,40.1,145.0,32.2,326.0,72.3
Canton School District,0230011,2024,ELA,High Needs,217.0,203.0,93.5,202.0,75.0,37.1,47.0,23.3,49.0,24.3,31.0,15.3,80.0,39.6
Canton School District,0230011,2024,Math,Non-High Needs,452.0,451.0,99.8,451.0,24.0,5.3,106.0,23.5,146.0,32.4,175.0,38.8,321.0,71.2
Canton School District,0230011,2024,Math,High Needs,217.0,201.0,92.6,201.0,73.0,36.3,49.0,24.4,49.0,24.4,30.0,14.9,79.0,39.3
Capital Preparatory Harbor School District,2970013,2024,ELA,Non-High Needs,111.0,111.0,100.0,111.0,27.0,24.3,33.0,29.7,39.0,35.1,12.0,10.8,51.0,45.9
Capital Preparatory Harbor School District,2970013,2024,ELA,High Needs,250.0,249.0,99.6,249.0,98.0,39.4,83.0,33.3,50.0,20.1,18.0,7.2,68.0,27.3
Capital Preparatory Harbor School District,2970013,2024,Math,Non-High Needs,111.0,111.0,100.0,111.0,43.0,38.7,40.0,36.0,,,,,28.0,25.2
Capital Preparatory Harbor School District,2970013,2024,Math,High Needs,250.0,249.0,99.6,249.0,148.0,59.4,70.0,28.1,,,,,31.0,12.4
Capitol Region Education Council,2410014,2024,ELA,Non-High Needs,1048.0,1041.0,99.3,1041.0,243.0,23.3,227.0,21.8,339.0,32.6,232.0,22.3,571.0,54.9
Capitol Region Education Council,2410014,2024,ELA,High Needs,2531.0,2451.0,96.8,2451.0,1403.0,57.2,577.0,23.5,355.0,14.5,116.0,4.7,471.0,19.2
Capitol Region Education Council,2410014,2024,Math,Non-High Needs,1048.0,1038.0,99.0,1038.0,325.0,31.3,282.0,27.2,217.0,20.9,214.0,20.6,431.0,41.5
Capitol Region Education Council,2410014,2024,Math,High Needs,2531.0,2432.0,96.1,2432.0,1615.0,66.4,525.0,21.6,210.0,8.6,82.0,3.4,292.0,12.0
Chaplin School District,0240011,2024,ELA,Non-High Needs,29.0,29.0,100.0,29.0,,,12.0,41.4,7.0,24.1,,,,
Chaplin School District,0240011,2024,ELA,High Needs,50.0,50.0,100.0,50.0,,,9.0,18.0,11.0,22.0,,,,
Chaplin School District,0240011,2024,Math,Non-High Needs,29.0,29.0,100.0,29.0,,,13.0,44.8,10.0,34.5,,,,
Chaplin School District,0240011,2024,Math,High Needs,50.0,48.0,96.0,48.0,,,18.0,37.5,9.0,18.8,,,,
Cheshire School District,0250011,2024,ELA,Non-High Needs,1368.0,1360.0,99.4,1360.0,41.0,3.0,159.0,11.7,458.0,33.7,702.0,51.6,1160.0,85.3
Cheshire School District,0250011,2024,ELA,High Needs,545.0,531.0,97.4,530.0,113.0,21.3,138.0,26.0,160.0,30.2,119.0,22.5,279.0,52.6
Cheshire School District,0250011,2024,Math,Non-High Needs,1368.0,1360.0,99.4,1360.0,38.0,2.8,196.0,14.4,343.0,25.2,783.0,57.6,1126.0,82.8
Cheshire School District,0250011,2024,Math,High Needs,545.0,529.0,97.1,529.0,124.0,23.4,143.0,27.0,119.0,22.5,143.0,27.0,262.0,49.5
Chester School District,0260011,2024,ELA,Non-High Needs,83.0,82.0,98.8,82.0,,,,,34.0,41.5,32.0,39.0,66.0,80.5
Chester School District,0260011,2024,ELA,High Needs,42.0,40.0,95.2,40.0,,,10.0,25.0,10.0,25.0,,,,
Chester School District,0260011,2024,Math,Non-High Needs,83.0,82.0,98.8,82.0,,,,,25.0,30.5,36.0,43.9,61.0,74.4
Chester School District,0260011,2024,Math,High Needs,42.0,40.0,95.2,40.0,,,12.0,30.0,10.0,25.0,,,,
Clinton School District,0270011,2024,ELA,Non-High Needs,294.0,293.0,99.7,293.0,34.0,11.6,60.0,20.5,122.0,41.6,77.0,26.3,199.0,67.9
Clinton School District,0270011,2024,ELA,High Needs,335.0,334.0,99.7,334.0,119.0,35.6,91.0,27.2,90.0,26.9,34.0,10.2,124.0,37.1
Clinton School District,0270011,2024,Math,Non-High Needs,294.0,293.0,99.7,293.0,17.0,5.8,77.0,26.3,88.0,30.0,111.0,37.9,199.0,67.9
Clinton School District,0270011,2024,Math,High Needs,335.0,331.0,98.8,331.0,99.0,29.9,104.0,31.4,80.0,24.2,48.0,14.5,128.0,38.7
Colchester School District,0280011,2024,ELA,Non-High Needs,598.0,598.0,100.0,598.0,42.0,7.0,122.0,20.4,231.0,38.6,203.0,33.9,434.0,72.6
Colchester School District,0280011,2024,ELA,High Needs,340.0,338.0,99.4,338.0,99.0,29.3,98.0,29.0,104.0,30.8,37.0,10.9,141.0,41.7
Colchester School District,0280011,2024,Math,Non-High Needs,598.0,598.0,100.0,598.0,23.0,3.8,132.0,22.1,196.0,32.8,247.0,41.3,443.0,74.1
Colchester School District,0280011,2024,Math,High Needs,340.0,337.0,99.1,337.0,86.0,25.5,118.0,35.0,80.0,23.7,53.0,15.7,133.0,39.5
Colebrook School District,0290011,2024,ELA,Non-High Needs,27.0,27.0,100.0,27.0,0.0,0.0,,,,,,,,
Colebrook School District,0290011,2024,ELA,High Needs,21.0,19.0,90.5,19.0,,,,,,,,,,
Colebrook School District,0290011,2024,Math,Non-High Needs,27.0,27.0,100.0,27.0,0.0,0.0,,,,,,,,
Colebrook School District,0290011,2024,Math,High Needs,21.0,19.0,90.5,19.0,,,,,,,,,,
Columbia School District,0300011,2024,ELA,Non-High Needs,209.0,205.0,98.1,205.0,29.0,14.1,48.0,23.4,75.0,36.6,53.0,25.9,128.0,62.4
Columbia School District,0300011,2024,ELA,High Needs,95.0,94.0,98.9,94.0,40.0,42.6,28.0,29.8,18.0,19.1,8.0,8.5,26.0,27.7
Columbia School District,0300011,2024,Math,Non-High Needs,209.0,205.0,98.1,205.0,30.0,14.6,50.0,24.4,70.0,34.1,55.0,26.8,125.0,61.0
Columbia School District,0300011,2024,Math,High Needs,95.0,92.0,96.8,92.0,44.0,47.8,23.0,25.0,16.0,17.4,9.0,9.8,25.0,27.2
Cooperative Educational Services,2430014,2024,ELA,Non-High Needs,95.0,94.0,98.9,94.0,13.0,13.8,22.0,23.4,36.0,38.3,23.0,24.5,59.0,62.8
Cooperative Educational Services,2430014,2024,ELA,High Needs,191.0,187.0,97.9,187.0,85.0,45.5,48.0,25.7,38.0,20.3,16.0,8.6,54.0,28.9
Cooperative Educational Services,2430014,2024,Math,Non-High Needs,95.0,93.0,97.9,93.0,10.0,10.8,30.0,32.3,36.0,38.7,17.0,18.3,53.0,57.0
Cooperative Educational Services,2430014,2024,Math,High Needs,191.0,187.0,97.9,187.0,100.0,53.5,56.0,29.9,20.0,10.7,11.0,5.9,31.0,16.6
Cornwall School District,0310011,2024,ELA,Non-High Needs,38.0,37.0,97.4,37.0,,,9.0,24.3,,,9.0,24.3,,
Cornwall School District,0310011,2024,ELA,High Needs,24.0,23.0,95.8,23.0,,,8.0,34.8,,,7.0,30.4,,
Cornwall School District,0310011,2024,Math,Non-High Needs,38.0,37.0,97.4,37.0,,,,,14.0,37.8,15.0,40.5,29.0,78.4
Cornwall School District,0310011,2024,Math,High Needs,24.0,23.0,95.8,23.0,,,,,6.0,26.1,6.0,26.1,12.0,52.2
Coventry School District,0320011,2024,ELA,Non-High Needs,464.0,464.0,100.0,464.0,20.0,4.3,67.0,14.4,180.0,38.8,197.0,42.5,377.0,81.3
Coventry School District,0320011,2024,ELA,High Needs,250.0,243.0,97.2,243.0,55.0,22.6,75.0,30.9,63.0,25.9,50.0,20.6,113.0,46.5
Coventry School District,0320011,2024,Math,Non-High Needs,463.0,462.0,99.8,462.0,21.0,4.5,105.0,22.7,159.0,34.4,177.0,38.3,336.0,72.7
Coventry School District,0320011,2024,Math,High Needs,250.0,242.0,96.8,242.0,68.0,28.1,68.0,28.1,64.0,26.4,42.0,17.4,106.0,43.8
Cromwell School District,0330011,2024,ELA,Non-High Needs,584.0,581.0,99.5,581.0,53.0,9.1,142.0,24.4,220.0,37.9,166.0,28.6,386.0,66.4
Cromwell School District,0330011,2024,ELA,High Needs,328.0,322.0,98.2,322.0,143.0,44.4,71.0,22.0,84.0,26.1,24.0,7.5,108.0,33.5
Cromwell School District,0330011,2024,Math,Non-High Needs,584.0,580.0,99.3,580.0,57.0,9.8,152.0,26.2,179.0,30.9,192.0,33.1,371.0,64.0
Cromwell School District,0330011,2024,Math,High Needs,328.0,321.0,97.9,320.0,158.0,49.4,83.0,25.9,50.0,15.6,29.0,9.1,79.0,24.7
Danbury School District,0340011,2024,ELA,Non-High Needs,1359.0,1355.0,99.7,1355.0,214.0,15.8,350.0,25.8,470.0,34.7,321.0,23.7,791.0,58.4
Danbury School District,0340011,2024,ELA,High Needs,4069.0,4060.0,99.8,4060.0,2258.0,55.6,975.0,24.0,630.0,15.5,197.0,4.9,827.0,20.4
Danbury School District,0340011,2024,Math,Non-High Needs,1357.0,1354.0,99.8,1354.0,289.0,21.3,364.0,26.9,379.0,28.0,322.0,23.8,701.0,51.8
Danbury School District,0340011,2024,Math,High Needs,4067.0,4056.0,99.7,4055.0,2323.0,57.3,993.0,24.5,524.0,12.9,215.0,5.3,739.0,18.2
Darien School District,0350011,2024,ELA,Non-High Needs,1645.0,1643.0,99.9,1643.0,30.0,1.8,128.0,7.8,537.0,32.7,948.0,57.7,1485.0,90.4
Darien School District,0350011,2024,ELA,High Needs,464.0,460.0,99.1,460.0,109.0,23.7,118.0,25.7,145.0,31.5,88.0,19.1,233.0,50.7
Darien School District,0350011,2024,Math,Non-High Needs,1645.0,1642.0,99.8,1642.0,16.0,1.0,141.0,8.6,409.0,24.9,1076.0,65.5,1485.0,90.4
Darien School District,0350011,2024,Math,High Needs,464.0,457.0,98.5,456.0,104.0,22.8,114.0,25.0,126.0,27.6,112.0,24.6,238.0,52.2
Deep River School District,0360011,2024,ELA,Non-High Needs,55.0,55.0,100.0,55.0,0.0,0.0,14.0,25.5,18.0,32.7,23.0,41.8,41.0,74.5
Deep River School District,0360011,2024,ELA,High Needs,48.0,48.0,100.0,48.0,10.0,20.8,10.0,20.8,12.0,25.0,16.0,33.3,28.0,58.3
Deep River School District,0360011,2024,Math,Non-High Needs,55.0,55.0,100.0,55.0,,,,,20.0,36.4,27.0,49.1,47.0,85.5
Deep River School District,0360011,2024,Math,High Needs,48.0,48.0,100.0,48.0,,,,,17.0,35.4,11.0,22.9,28.0,58.3
Derby School District,0370011,2024,ELA,Non-High Needs,181.0,181.0,100.0,181.0,42.0,23.2,53.0,29.3,53.0,29.3,33.0,18.2,86.0,47.5
Derby School District,0370011,2024,ELA,High Needs,397.0,396.0,99.7,396.0,199.0,50.3,96.0,24.2,74.0,18.7,27.0,6.8,101.0,25.5
Derby School District,0370011,2024,Math,Non-High Needs,181.0,181.0,100.0,181.0,56.0,30.9,62.0,34.3,33.0,18.2,30.0,16.6,63.0,34.8
Derby School District,0370011,2024,Math,High Needs,397.0,395.0,99.5,395.0,249.0,63.0,88.0,22.3,48.0,12.2,10.0,2.5,58.0,14.7
East Granby School District,0400011,2024,ELA,Non-High Needs,270.0,270.0,100.0,270.0,12.0,4.4,45.0,16.7,96.0,35.6,117.0,43.3,213.0,78.9
East Granby School District,0400011,2024,ELA,High Needs,117.0,117.0,100.0,117.0,36.0,30.8,28.0,23.9,35.0,29.9,18.0,15.4,53.0,45.3
East Granby School District,0400011,2024,Math,Non-High Needs,270.0,268.0,99.3,268.0,24.0,9.0,67.0,25.0,74.0,27.6,103.0,38.4,177.0,66.0
East Granby School District,0400011,2024,Math,High Needs,117.0,117.0,100.0,117.0,54.0,46.2,25.0,21.4,23.0,19.7,15.0,12.8,38.0,32.5
East Haddam School District,0410011,2024,ELA,Non-High Needs,289.0,287.0,99.3,287.0,39.0,13.6,58.0,20.2,99.0,34.5,91.0,31.7,190.0,66.2
East Haddam School District,0410011,2024,ELA,High Needs,150.0,148.0,98.7,148.0,53.0,35.8,43.0,29.1,33.0,22.3,19.0,12.8,52.0,35.1
East Haddam School District,0410011,2024,Math,Non-High Needs,289.0,287.0,99.3,287.0,36.0,12.5,73.0,25.4,92.0,32.1,86.0,30.0,178.0,62.0
East Haddam School District,0410011,2024,Math,High Needs,150.0,147.0,98.0,147.0,52.0,35.4,48.0,32.7,29.0,19.7,18.0,12.2,47.0,32.0
East Hampton School District,0420011,2024,ELA,Non-High Needs,527.0,520.0,98.7,520.0,24.0,4.6,97.0,18.7,224.0,43.1,175.0,33.7,399.0,76.7
East Hampton School District,0420011,2024,ELA,High Needs,280.0,276.0,98.6,276.0,87.0,31.5,94.0,34.1,58.0,21.0,37.0,13.4,95.0,34.4
East Hampton School District,0420011,2024,Math,Non-High Needs,527.0,520.0,98.7,520.0,35.0,6.7,133.0,25.6,165.0,31.7,187.0,36.0,352.0,67.7
East Hampton School District,0420011,2024,Math,High Needs,280.0,272.0,97.1,272.0,111.0,40.8,83.0,30.5,55.0,20.2,23.0,8.5,78.0,28.7
East Hartford School District,0430011,2024,ELA,Non-High Needs,581.0,577.0,99.3,577.0,72.0,12.5,142.0,24.6,208.0,36.0,155.0,26.9,363.0,62.9
East Hartford School District,0430011,2024,ELA,High Needs,2018.0,1990.0,98.6,1989.0,922.0,46.4,443.0,22.3,426.0,21.4,198.0,10.0,624.0,31.4
East Hartford School District,0430011,2024,Math,Non-High Needs,580.0,577.0,99.5,577.0,98.0,17.0,162.0,28.1,152.0,26.3,165.0,28.6,317.0,54.9
East Hartford School District,0430011,2024,Math,High Needs,2014.0,1979.0,98.3,1977.0,964.0,48.8,500.0,25.3,327.0,16.5,186.0,9.4,513.0,25.9
East Haven School District,0440011,2024,ELA,Non-High Needs,364.0,364.0,100.0,364.0,76.0,20.9,82.0,22.5,134.0,36.8,72.0,19.8,206.0,56.6
East Haven School District,0440011,2024,ELA,High Needs,817.0,815.0,99.8,815.0,371.0,45.5,188.0,23.1,180.0,22.1,76.0,9.3,256.0,31.4
East Haven School District,0440011,2024,Math,Non-High Needs,364.0,363.0,99.7,363.0,94.0,25.9,105.0,28.9,95.0,26.2,69.0,19.0,164.0,45.2
East Haven School District,0440011,2024,Math,High Needs,816.0,809.0,99.1,808.0,370.0,45.8,240.0,29.7,134.0,16.6,64.0,7.9,198.0,24.5
East Lyme School District,0450011,2024,ELA,Non-High Needs,607.0,596.0,98.2,596.0,13.0,2.2,98.0,16.4,217.0,36.4,268.0,45.0,485.0,81.4
East Lyme School District,0450011,2024,ELA,High Needs,430.0,396.0,92.1,396.0,124.0,31.3,90.0,22.7,125.0,31.6,57.0,14.4,182.0,46.0
East Lyme School District,0450011,2024,Math,Non-High Needs,607.0,594.0,97.9,594.0,25.0,4.2,92.0,15.5,194.0,32.7,283.0,47.6,477.0,80.3
East Lyme School District,0450011,2024,Math,High Needs,430.0,393.0,91.4,393.0,112.0,28.5,131.0,33.3,81.0,20.6,69.0,17.6,150.0,38.2
East Windsor School District,0470011,2024,ELA,Non-High Needs,152.0,152.0,100.0,152.0,12.0,7.9,30.0,19.7,62.0,40.8,48.0,31.6,110.0,72.4
East Windsor School District,0470011,2024,ELA,High Needs,302.0,300.0,99.3,300.0,124.0,41.3,79.0,26.3,76.0,25.3,21.0,7.0,97.0,32.3
East Windsor School District,0470011,2024,Math,Non-High Needs,152.0,152.0,100.0,152.0,15.0,9.9,31.0,20.4,47.0,30.9,59.0,38.8,106.0,69.7
East Windsor School District,0470011,2024,Math,High Needs,299.0,293.0,98.0,293.0,130.0,44.4,77.0,26.3,50.0,17.1,36.0,12.3,86.0,29.4
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,2024,ELA,High Needs,23.0,19.0,82.6,19.0,,,,,,,,,,
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,2024,Math,High Needs,23.0,14.0,60.9,14.0,,,,,,,,,,
Eastford School District,0390011,2024,ELA,Non-High Needs,55.0,55.0,100.0,55.0,,,9.0,16.4,25.0,45.5,,,,
Eastford School District,0390011,2024,ELA,High Needs,40.0,40.0,100.0,40.0,,,12.0,30.0,16.0,40.0,,,,
Eastford School District,0390011,2024,Math,Non-High Needs,55.0,55.0,100.0,55.0,,,13.0,23.6,16.0,29.1,,,,
Eastford School District,0390011,2024,Math,High Needs,40.0,40.0,100.0,40.0,,,11.0,27.5,11.0,27.5,,,,
Easton School District,0460011,2024,ELA,Non-High Needs,435.0,434.0,99.8,434.0,11.0,2.5,56.0,12.9,160.0,36.9,207.0,47.7,367.0,84.6
Easton School District,0460011,2024,ELA,High Needs,145.0,143.0,98.6,143.0,35.0,24.5,36.0,25.2,43.0,30.1,29.0,20.3,72.0,50.3
Easton School District,0460011,2024,Math,Non-High Needs,435.0,433.0,99.5,433.0,10.0,2.3,59.0,13.6,130.0,30.0,234.0,54.0,364.0,84.1
Easton School District,0460011,2024,Math,High Needs,145.0,143.0,98.6,143.0,31.0,21.7,34.0,23.8,39.0,27.3,39.0,27.3,78.0,54.5
EdAdvance,2420014,2024,ELA,Non-High Needs,,,,,,,,,,,,,,
EdAdvance,2420014,2024,ELA,High Needs,,,,,,,,,,,0.0,0.0,,
EdAdvance,2420014,2024,Math,Non-High Needs,,,,,,,,,,,,,,
EdAdvance,2420014,2024,Math,High Needs,,,,,,,,,,,,,,
Ellington School District,0480011,2024,ELA,Non-High Needs,787.0,783.0,99.5,783.0,36.0,4.6,103.0,13.2,279.0,35.6,365.0,46.6,644.0,82.2
Ellington School District,0480011,2024,ELA,High Needs,351.0,348.0,99.1,348.0,112.0,32.2,89.0,25.6,89.0,25.6,58.0,16.7,147.0,42.2
Ellington School District,0480011,2024,Math,Non-High Needs,787.0,783.0,99.5,783.0,19.0,2.4,123.0,15.7,216.0,27.6,425.0,54.3,641.0,81.9
Ellington School District,0480011,2024,Math,High Needs,351.0,345.0,98.3,345.0,94.0,27.2,105.0,30.4,84.0,24.3,62.0,18.0,146.0,42.3
Elm City College Preparatory School District,2890013,2024,ELA,Non-High Needs,64.0,64.0,100.0,64.0,8.0,12.5,20.0,31.3,24.0,37.5,12.0,18.8,36.0,56.3
Elm City College Preparatory School District,2890013,2024,ELA,High Needs,311.0,309.0,99.4,309.0,101.0,32.7,95.0,30.7,80.0,25.9,33.0,10.7,113.0,36.6
Elm City College Preparatory School District,2890013,2024,Math,Non-High Needs,64.0,63.0,98.4,63.0,20.0,31.7,23.0,36.5,11.0,17.5,9.0,14.3,20.0,31.7
Elm City College Preparatory School District,2890013,2024,Math,High Needs,311.0,309.0,99.4,309.0,167.0,54.0,74.0,23.9,45.0,14.6,23.0,7.4,68.0,22.0
Elm City Montessori School District,2910013,2024,ELA,Non-High Needs,66.0,65.0,98.5,65.0,,,12.0,18.5,26.0,40.0,,,,
Elm City Montessori School District,2910013,2024,ELA,High Needs,59.0,59.0,100.0,59.0,34.0,57.6,,,11.0,18.6,,,,
Elm City Montessori School District,2910013,2024,Math,Non-High Needs,66.0,65.0,98.5,65.0,,,26.0,40.0,18.0,27.7,,,,
Elm City Montessori School District,2910013,2024,Math,High Needs,59.0,59.0,100.0,59.0,40.0,67.8,11.0,18.6,,,,,8.0,13.6
Enfield School District,0490011,2024,ELA,Non-High Needs,847.0,832.0,98.2,832.0,116.0,13.9,195.0,23.4,327.0,39.3,194.0,23.3,521.0,62.6
Enfield School District,0490011,2024,ELA,High Needs,1193.0,1170.0,98.1,1170.0,483.0,41.3,326.0,27.9,248.0,21.2,113.0,9.7,361.0,30.9
Enfield School District,0490011,2024,Math,Non-High Needs,847.0,828.0,97.8,828.0,110.0,13.3,243.0,29.3,245.0,29.6,230.0,27.8,475.0,57.4
Enfield School District,0490011,2024,Math,High Needs,1192.0,1159.0,97.2,1159.0,552.0,47.6,313.0,27.0,203.0,17.5,91.0,7.9,294.0,25.4
Essex School District,0500011,2024,ELA,Non-High Needs,93.0,93.0,100.0,93.0,,,,,34.0,36.6,42.0,45.2,76.0,81.7
Essex School District,0500011,2024,ELA,High Needs,63.0,55.0,87.3,55.0,,,19.0,34.5,14.0,25.5,,,,
Essex School District,0500011,2024,Math,Non-High Needs,93.0,93.0,100.0,93.0,,,,,30.0,32.3,43.0,46.2,73.0,78.5
Essex School District,0500011,2024,Math,High Needs,63.0,55.0,87.3,55.0,,,16.0,29.1,17.0,30.9,,,,
Fairfield School District,0510011,2024,ELA,Non-High Needs,2875.0,2871.0,99.9,2871.0,78.0,2.7,413.0,14.4,1083.0,37.7,1297.0,45.2,2380.0,82.9
Fairfield School District,0510011,2024,ELA,High Needs,1263.0,1230.0,97.4,1230.0,357.0,29.0,353.0,28.7,319.0,25.9,201.0,16.3,520.0,42.3
Fairfield School District,0510011,2024,Math,Non-High Needs,2875.0,2871.0,99.9,2871.0,85.0,3.0,487.0,17.0,869.0,30.3,1430.0,49.8,2299.0,80.1
Fairfield School District,0510011,2024,Math,High Needs,1264.0,1228.0,97.2,1228.0,329.0,26.8,366.0,29.8,311.0,25.3,222.0,18.1,533.0,43.4
Farmington School District,0520011,2024,ELA,Non-High Needs,1302.0,1300.0,99.8,1300.0,28.0,2.2,147.0,11.3,443.0,34.1,682.0,52.5,1125.0,86.5
Farmington School District,0520011,2024,ELA,High Needs,584.0,578.0,99.0,578.0,154.0,26.6,137.0,23.7,186.0,32.2,101.0,17.5,287.0,49.7
Farmington School District,0520011,2024,Math,Non-High Needs,1302.0,1299.0,99.8,1299.0,32.0,2.5,177.0,13.6,292.0,22.5,798.0,61.4,1090.0,83.9
Farmington School District,0520011,2024,Math,High Needs,584.0,576.0,98.6,576.0,149.0,25.9,175.0,30.4,134.0,23.3,118.0,20.5,252.0,43.8
Franklin School District,0530011,2024,ELA,Non-High Needs,77.0,77.0,100.0,77.0,,,22.0,28.6,33.0,42.9,,,,
Franklin School District,0530011,2024,ELA,High Needs,27.0,27.0,100.0,27.0,8.0,29.6,,,8.0,29.6,,,,
Franklin School District,0530011,2024,Math,Non-High Needs,77.0,77.0,100.0,77.0,,,,,31.0,40.3,14.0,18.2,45.0,58.4
Franklin School District,0530011,2024,Math,High Needs,27.0,27.0,100.0,27.0,,,,,6.0,22.2,7.0,25.9,13.0,48.1
Glastonbury School District,0540011,2024,ELA,Non-High Needs,1935.0,1935.0,100.0,1935.0,75.0,3.9,241.0,12.5,661.0,34.2,958.0,49.5,1619.0,83.7
Glastonbury School District,0540011,2024,ELA,High Needs,625.0,619.0,99.0,619.0,212.0,34.2,151.0,24.4,160.0,25.8,96.0,15.5,256.0,41.4
Glastonbury School District,0540011,2024,Math,Non-High Needs,1935.0,1934.0,99.9,1934.0,53.0,2.7,255.0,13.2,543.0,28.1,1083.0,56.0,1626.0,84.1
Glastonbury School District,0540011,2024,Math,High Needs,625.0,619.0,99.0,619.0,190.0,30.7,184.0,29.7,134.0,21.6,111.0,17.9,245.0,39.6
Goodwin University Educational Services (GUES),2310018,2024,ELA,Non-High Needs,94.0,94.0,100.0,94.0,32.0,34.0,24.0,25.5,29.0,30.9,9.0,9.6,38.0,40.4
Goodwin University Educational Services (GUES),2310018,2024,ELA,High Needs,324.0,324.0,100.0,324.0,204.0,63.0,66.0,20.4,43.0,13.3,11.0,3.4,54.0,16.7
Goodwin University Educational Services (GUES),2310018,2024,Math,Non-High Needs,94.0,94.0,100.0,94.0,45.0,47.9,28.0,29.8,15.0,16.0,6.0,6.4,21.0,22.3
Goodwin University Educational Services (GUES),2310018,2024,Math,High Needs,324.0,324.0,100.0,324.0,230.0,71.0,61.0,18.8,25.0,7.7,8.0,2.5,33.0,10.2
Granby School District,0560011,2024,ELA,Non-High Needs,536.0,534.0,99.6,534.0,25.0,4.7,104.0,19.5,206.0,38.6,199.0,37.3,405.0,75.8
Granby School District,0560011,2024,ELA,High Needs,235.0,231.0,98.3,231.0,76.0,32.9,57.0,24.7,68.0,29.4,30.0,13.0,98.0,42.4
Granby School District,0560011,2024,Math,Non-High Needs,536.0,534.0,99.6,534.0,39.0,7.3,142.0,26.6,168.0,31.5,185.0,34.6,353.0,66.1
Granby School District,0560011,2024,Math,High Needs,235.0,231.0,98.3,231.0,109.0,47.2,59.0,25.5,34.0,14.7,29.0,12.6,63.0,27.3
Great Oaks Charter School District,2940013,2024,ELA,Non-High Needs,48.0,48.0,100.0,48.0,7.0,14.6,19.0,39.6,16.0,33.3,6.0,12.5,22.0,45.8
Great Oaks Charter School District,2940013,2024,ELA,High Needs,207.0,201.0,97.1,201.0,89.0,44.3,51.0,25.4,42.0,20.9,19.0,9.5,61.0,30.3
Great Oaks Charter School District,2940013,2024,Math,Non-High Needs,48.0,48.0,100.0,48.0,23.0,47.9,15.0,31.3,,,,,10.0,20.8
Great Oaks Charter School District,2940013,2024,Math,High Needs,207.0,201.0,97.1,201.0,123.0,61.2,43.0,21.4,,,,,35.0,17.4
Greenwich School District,0570011,2024,ELA,Non-High Needs,2512.0,2499.0,99.5,2499.0,63.0,2.5,210.0,8.4,734.0,29.4,1492.0,59.7,2226.0,89.1
Greenwich School District,0570011,2024,ELA,High Needs,1235.0,1217.0,98.5,1215.0,337.0,27.7,317.0,26.1,356.0,29.3,205.0,16.9,561.0,46.2
Greenwich School District,0570011,2024,Math,Non-High Needs,2512.0,2499.0,99.5,2499.0,45.0,1.8,253.0,10.1,595.0,23.8,1606.0,64.3,2201.0,88.1
Greenwich School District,0570011,2024,Math,High Needs,1235.0,1209.0,97.9,1208.0,343.0,28.4,371.0,30.7,258.0,21.4,236.0,19.5,494.0,40.9
Griswold School District,0580011,2024,ELA,Non-High Needs,298.0,295.0,99.0,295.0,50.0,16.9,67.0,22.7,113.0,38.3,65.0,22.0,178.0,60.3
Griswold School District,0580011,2024,ELA,High Needs,432.0,422.0,97.7,422.0,163.0,38.6,117.0,27.7,100.0,23.7,42.0,10.0,142.0,33.6
Griswold School District,0580011,2024,Math,Non-High Needs,298.0,295.0,99.0,295.0,59.0,20.0,93.0,31.5,89.0,30.2,54.0,18.3,143.0,48.5
Griswold School District,0580011,2024,Math,High Needs,432.0,420.0,97.2,420.0,192.0,45.7,119.0,28.3,69.0,16.4,40.0,9.5,109.0,26.0
Groton School District,0590011,2024,ELA,Non-High Needs,785.0,781.0,99.5,779.0,66.0,8.5,152.0,19.5,292.0,37.5,269.0,34.5,561.0,72.0
Groton School District,0590011,2024,ELA,High Needs,1008.0,999.0,99.1,998.0,386.0,38.7,271.0,27.2,234.0,23.4,107.0,10.7,341.0,34.2
Groton School District,0590011,2024,Math,Non-High Needs,785.0,780.0,99.4,778.0,104.0,13.4,202.0,26.0,236.0,30.3,236.0,30.3,472.0,60.7
Groton School District,0590011,2024,Math,High Needs,1007.0,996.0,98.9,995.0,455.0,45.7,271.0,27.2,175.0,17.6,94.0,9.4,269.0,27.0
Guilford School District,0600011,2024,ELA,Non-High Needs,1004.0,999.0,99.5,999.0,25.0,2.5,121.0,12.1,365.0,36.5,488.0,48.8,853.0,85.4
Guilford School District,0600011,2024,ELA,High Needs,360.0,352.0,97.8,352.0,108.0,30.7,89.0,25.3,99.0,28.1,56.0,15.9,155.0,44.0
Guilford School District,0600011,2024,Math,Non-High Needs,1004.0,998.0,99.4,998.0,31.0,3.1,155.0,15.5,288.0,28.9,524.0,52.5,812.0,81.4
